Facility Number,Visit Date,V Month,V Date,V Year,Facility Name,Address,City,Zip,County,State,Telephone,Facility Type,Section Cited,General section
198601659,1/26/2016,1,26,2016,BELLFLOWER CHRISTIAN RETIREMENT CENTER,9349 ROSE STREET,BELLFLOWER,90706,Los Angeles,CA,(562) 804-4700,740 - RESIDENTIAL CARE ELDERLY,1569.625(c)(6),TRAINING REQUIREMENTS
198203004,4/6/2016,4,6,2016,GOLDEN SEASONS,1116 CERISE AVENUE,TORRANCE,90503,Los Angeles,CA,(310) 320-7178,740 - RESIDENTIAL CARE ELDERLY,1569.625(c)(6),TRAINING REQUIREMENTS
198601659,5/5/2016,5,5,2016,BELLFLOWER CHRISTIAN RETIREMENT CENTER,9349 ROSE STREET,BELLFLOWER,90706,Los Angeles,CA,(562) 804-4700,740 - RESIDENTIAL CARE ELDERLY,1569.625(c)(6),TRAINING REQUIREMENTS
415600162,8/13/2018,8,13,2018,"ISMAELA'S HOME CARE, INC.",468 HAZEL AVENUE,SAN BRUNO,94066,San Mateo,CA,(650) 615-9937,740 - RESIDENTIAL CARE ELDERLY,1569.625(c)(6),TRAINING REQUIREMENTS
496803440,9/6/2018,9,6,2018,FOUNTAINGROVE LODGE,4210 THOMAS LAKE HARRIS DR,SANTA ROSA,95403,Sonoma,CA,(707) 576-1101,741 - RCFE-CONTINUING CARE RETIREMENT COMMUNITY,1569.625(c)(6),TRAINING REQUIREMENTS
496802026,9/6/2018,9,6,2018,VILLA CAPRI,1397 FOUNTAINGROVE PKWY,SANTA ROSA,95403,Sonoma,CA,(707) 526-9090,740 - RESIDENTIAL CARE ELDERLY,1569.625(c)(6),TRAINING REQUIREMENTS
496803049,9/6/2018,9,6,2018,VARENNA AT FOUNTAINGROVE,1401 FOUNTAINGROVE PKWY,SANTA ROSA,95403,Sonoma,CA,(707) 526-1226,741 - RCFE-CONTINUING CARE RETIREMENT COMMUNITY,1569.625(c)(6),TRAINING REQUIREMENTS
415600561,9/10/2018,9,10,2018,HERITAGE PARK,843 JEFFERSON COURT,SAN MATEO,94401,San Mateo,CA,(650) 344-1855,740 - RESIDENTIAL CARE ELDERLY,1569.625(c)(6),TRAINING REQUIREMENTS
496803544,3/7/2019,3,7,2019,LITTLE BIRD ASSISTED LIVING,511 WEBSTER STREET,PETALUMA,94952,Sonoma,CA,(707) 559-5793,740 - RESIDENTIAL CARE ELDERLY,1569.625(c)(6),TRAINING REQUIREMENTS
198600110,4/7/2015,4,7,2015,"SOUTH HILLS COUNTRY HOME FOR THE ELDERLY, II",1326 HOLLENCREST DRIVE,WEST COVINA,91791,Los Angeles,CA,(626) 918-6074,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
347004243,4/8/2015,4,8,2015,FAIR OAKS VILLAS,7959 ORANGE AVENUE,FAIR OAKS,95628,Sacramento,CA,(916) 536-9194,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608351,4/17/2015,4,17,2015,A RAINBOW OF CARE,1147 CALLE AMAPOLA,SAN DIMAS,91773,Los Angeles,CA,(909) 599-2185,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
15601334,5/13/2015,5,13,2015,SECOND SEASON SENIOR CARE HOME,2939 OTIS STREET,BERKELEY,94703,Alameda,CA,(510) 843-2546,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197607614,12/28/2015,12,28,2015,REGINA CAELI HOME,1745 WAGNER STREET,PASADENA,91106,Los Angeles,CA,(626) 844-3404,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
455000981,11/24/2015,11,24,2015,JIM & LIZA'S CARE HOME,4929 HUNTINGTON DRIVE,REDDING,96002,Shasta,CA,(530) 221-0220,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198203610,11/24/2015,11,24,2015,"BETHEL ESTATES, INCORPORATED",22525 CERISE AVE.,TORRANCE,90501,Los Angeles,CA,(310) 534-5855,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
336413086,10/5/2015,10,5,2015,MC BOARD & CARE,24259 BRILLANTE DRIVE,WILDOMAR,92595,Riverside,CA,(951) 813-2143,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608174,9/18/2015,9,18,2015,FRANCO RESIDENTIAL HOME CARE,1921 SOUTH CORNING STREET,LOS ANGELES,90034,Los Angeles,CA,(310) 922-9453,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
336413086,9/17/2015,9,17,2015,MC BOARD & CARE,24259 BRILLANTE DRIVE,WILDOMAR,92595,Riverside,CA,(951) 813-2143,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
336408360,9/9/2015,9,9,2015,MORNING MIST TERRACE,30701 EMPEROR DRIVE,CANYON LAKE,92587,Riverside,CA,(951) 244-1958,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197607370,8/16/2015,8,16,2015,SONG OF PHOENIX GUEST HOME,22302 HALLDALE AVENUE,TORRANCE,90501,Los Angeles,CA,(310) 320-5350,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198203284,8/21/2015,8,21,2015,MICHAEL'S MANOR,23704 HYNFORD PLACE,HARBOR CITY,90710,Los Angeles,CA,(310) 539-5502,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
336413086,12/28/2016,12,28,2016,MC BOARD & CARE,24259 BRILLANTE DRIVE,WILDOMAR,92595,Riverside,CA,(951) 813-2143,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
191222267,11/1/2016,11,1,2016,GOLDEN YEARS,15822 MAYALL ST.,NORTH HILLS,91343,Los Angeles,CA,(818) 892-4467,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198601659,5/19/2016,5,19,2016,BELLFLOWER CHRISTIAN RETIREMENT CENTER,9349 ROSE STREET,BELLFLOWER,90706,Los Angeles,CA,(562) 804-4700,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198601659,4/28/2016,4,28,2016,BELLFLOWER CHRISTIAN RETIREMENT CENTER,9349 ROSE STREET,BELLFLOWER,90706,Los Angeles,CA,(562) 804-4700,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
366412436,4/14/2016,4,14,2016,SEEGAL RESIDENTIAL CARE,12727 HICKORY AVE,VICTORVILLE,92395,San Bernardino,CA,(760) 951-3575,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198601659,2/5/2016,2,5,2016,BELLFLOWER CHRISTIAN RETIREMENT CENTER,9349 ROSE STREET,BELLFLOWER,90706,Los Angeles,CA,(562) 804-4700,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
397005597,2/3/2016,2,3,2016,GOLDEN MEMORIES ASSISTED LIVING,10350 S MCKINLEY AVE,FRENCH CAMP,95231,San Joaquin,CA,(209) 323-5160,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
500312417,11/16/2017,11,16,2017,BETHEL ASSISTED LIVING,2325 SCENIC DRIVE,MODESTO,95355,Stanislaus,CA,(209) 577-1901,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198205121,10/24/2017,10,24,2017,ANNALI HOME CARE,19742 FAGAN WAY,CERRITOS,90703,Los Angeles,CA,(562) 402-0326,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
385600338,10/3/2017,10,3,2017,ARAVILLE RESIDENTIAL CARE HOME,1506 FLORIDA STREET,SAN FRANCISCO,94110,San Francisco,CA,(415) 285-6497,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75600298,4/19/2017,4,19,2017,BROOKDALE SAN PABLO,13956 SAN PABLO AVE,SAN PABLO,94806,Contra Costa,CA,(510) 236-1444,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
336407966,3/17/2017,3,17,2017,PRIMEROSE BOARD AND CARE,5481 AVE JUAN BAUTISTA,RIVERSIDE,92509,Riverside,CA,(951) 683-6666,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
11441040,1/26/2017,1,26,2017,JONES REST HOME,524 CALLAN AVENUE,SAN LEANDRO,94577,Alameda,CA,(510) 483-6200,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
385600382,12/21/2018,12,21,2018,CARE AND CARE RESIDENCE II,901 GRAFTON AVENUE,SAN FRANCISCO,94112,San Francisco,CA,(415) 715-8400,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608401,10/31/2018,10,31,2018,"VICTOR ROYALE, LLC",120 E. LAUREL STREET,GLENDALE,91205,Los Angeles,CA,(818) 243-7442,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374600431,1/19/2018,1,19,2018,EMERALD GUEST HOME,2558 MOBLEY STREET,SAN DIEGO,92123,San Diego,CA,(858) 430-6093,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198601879,6/29/2019,6,29,2019,KIZUNA ASSISTED LIVING 2,18345 AMIE AVE.,TORRANCE,90504,Los Angeles,CA,(310) 921-2029,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
385600382,1/17/2019,1,17,2019,CARE AND CARE RESIDENCE II,901 GRAFTON AVENUE,SAN FRANCISCO,94112,San Francisco,CA,(415) 715-8400,740 - RESIDENTIAL CARE ELDERLY,87705(c)(1),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608351,4/17/2015,4,17,2015,A RAINBOW OF CARE,1147 CALLE AMAPOLA,SAN DIMAS,91773,Los Angeles,CA,(909) 599-2185,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608174,9/18/2015,9,18,2015,FRANCO RESIDENTIAL HOME CARE,1921 SOUTH CORNING STREET,LOS ANGELES,90034,Los Angeles,CA,(310) 922-9453,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75600780,9/10/2015,9,10,2015,EMERALD CARE HOME,113 ROCK OAK COURT,WALNUT CREEK,94598,Contra Costa,CA,(925) 935-7899,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198204907,9/19/2016,9,19,2016,GREEN MEADOWS BOARD AND CARE 11,1595 OAKHORNE DRIVE,HARBOR CITY,90710,Los Angeles,CA,(310) 325-8883,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198201786,8/22/2016,8,22,2016,TLC GUEST HOME II,1700 248TH STREET,LOMITA,90717,Los Angeles,CA,(424) 263-5385,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198201786,7/5/2016,7,5,2016,TLC GUEST HOME II,1700 248TH STREET,LOMITA,90717,Los Angeles,CA,(424) 263-5385,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
331800066,10/23/2017,10,23,2017,ABSOLUTE DESERT CARE,70603 INDEPENDENT CIRCLE,RANCHO MIRAGE,92270,Riverside,CA,(626) 226-6113,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608594,6/23/2017,6,23,2017,"EVENING GRACE RES. FACILITY FOR ELDERLY, LLC",17241 RAYMER STREET,SHERWOOD FOREST,91325,Los Angeles,CA,(818) 388-1462,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
366424593,6/13/2017,6,13,2017,"JOY OF LIVING TFH, INC.",12465 FELIPE DRIVE,VICTORVILLE,92392,San Bernardino,CA,(760) 684-2002,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
405800545,12/31/2018,12,31,2018,"MANSE ON MARSH, THE",475 MARSH STREET,SAN LUIS OBISPO,93401,San Luis Obispo,CA,(805) 541-4222,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306004524,7/23/2018,7,23,2018,ALPINE B II CARE,26352 PAPAGAYO DRIVE,MISSION VIEJO,92691,Orange,CA,(949) 454-8349,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306002440,7/23/2018,7,23,2018,ALPINE B,24606 SATURNA,MISSION VIEJO,92691,Orange,CA,(949) 380-3010,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601182,11/15/2019,11,15,2019,PALM GARDEN HOME CARE,280 ELSIE DRIVE,DANVILLE,94526,Contra Costa,CA,(925) 855-0400,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374601445,10/4/2019,10,4,2019,ANGEL'S TOUCH II,138 BELLERIVE DR,VISTA,92084,San Diego,CA,(760) 715-0529,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
79200620,10/2/2019,10,2,2019,ROCK OAK VILLA,594 ROCK OAK ROAD,WALNUT CREEK,94598,Contra Costa,CA,(415) 533-7504,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601516,3/28/2019,3,28,2019,"AGNES HOUSE/OUR FAMILIES FOR SENIORS, INC.",285 EBANO DRIVE,WALNUT CREEK,94598,Contra Costa,CA,(925) 935-4690,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75600758,3/15/2019,3,15,2019,HEAVENLY CARE ELDERLY HOME,341 BOYD ROAD,PLEASANT HILL,94523,Contra Costa,CA,(925) 944-8853,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306001313,3/12/2019,3,12,2019,HELENA GARDENS,13762 PALACE WAY,TUSTIN,92780,Orange,CA,(714) 544-9632,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
79200611,3/1/2019,3,1,2019,HOME SWEET ALAMO,3 NAVAJO COURT,ALAMO,94507,Contra Costa,CA,(510) 507-2679,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197607369,2/27/2019,2,27,2019,CERRITOS ASSISTED LIVING,18511 KAMSTRA AVENUE,CERRITOS,90703,Los Angeles,CA,(562) 402-2917,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
71441237,2/27/2019,2,27,2019,INN OF WALNUT CREEK,208 SAN ANTONIO WAY,WALNUT CREEK,94598,Contra Costa,CA,(925) 944-5237,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601035,2/22/2019,2,22,2019,CARRIAGE CARE,1959 CARRIAGE DRIVE,WALNUT CREEK,94598,Contra Costa,CA,(925) 977-9678,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601028,2/15/2019,2,15,2019,BELROSE CARE HOME II,36 BAI GORRY PLACE,WALNUT CREEK,94598,Contra Costa,CA,(925) 932-8822,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601579,2/14/2019,2,14,2019,WALNUT CREEK SENIOR LIVING,80 CRAGMONT COURT,WALNUT CREEK,94598,Contra Costa,CA,(925) 939-3635,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
79200758,1/30/2019,1,30,2019,GILL PORT CARE HOME,2069 GILL PORT LANE,WALNUT CREEK,94598,Contra Costa,CA,(510) 825-2383,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306003999,1/4/2019,1,4,2019,PASEO DEL CAMPO,24182 PASEO DEL CAMPO,LAGUNA NIGUEL,92677,Orange,CA,(949) 249-3489,740 - RESIDENTIAL CARE ELDERLY,87705(c)(2),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
435294098,12/14/2015,12,14,2015,KEENE KARE II,4900 MASSACHUSETTS DRIVE,SAN JOSE,95136,Santa Clara,CA,(408) 227-7328,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3,Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
236800364,1/25/2019,1,25,2019,"HOLY CHILD RESIDENTIAL CARE HOME, INC I",1074 ALBRIGHT PLACE,UKIAH,95482,Mendocino,CA,(707) 462-2487,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3,Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
336408216,3/10/2015,3,10,2015,PASEO DEL SOL HOME CARE,32667 CAMPO DR.,TEMECULA,92592,Riverside,CA,(951) 553-3145,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
71440019,5/29/2015,5,29,2015,SHADY LANE REST HOME,2133 NAPA STREET,RICHMOND,94804,Contra Costa,CA,(510) 524-5309,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197607647,6/12/2015,6,12,2015,"SENIOR ASSISTANCE NETWORK, INC.",20902 DUMETZ RD.,WOODLAND HILLS,91364,Los Angeles,CA,(818) 456-4805,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
336408203,6/18/2015,6,18,2015,TENDER LOVING CARE ASSISTED LIVING,30595 AVENIDA DEL PADRE,CATHEDRAL CITY,92234,Riverside,CA,(760) 324-0466,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197607614,12/28/2015,12,28,2015,REGINA CAELI HOME,1745 WAGNER STREET,PASADENA,91106,Los Angeles,CA,(626) 844-3404,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
435294315,12/22/2015,12,22,2015,KEENE KARE III,4629 ROYAL FOREST COURT,SAN JOSE,95136,Santa Clara,CA,(408) 616-0615,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
430708724,11/23/2015,11,23,2015,"LINCOLN & PINE, WILLOW GLEN",1710 LINCOLN AVENUE,SAN JOSE,95125,Santa Clara,CA,(408) 265-6520,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374602991,11/17/2015,11,17,2015,VERDUGO BOARDING HOME,690 HELEN DRIVE,OCEANSIDE,92057,San Diego,CA,(760) 757-8403,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75600534,11/13/2015,11,13,2015,JONED'S REST HOME,2724 VENADO CAMINO,WALNUT CREEK,94598,Contra Costa,CA,(925) 945-6632,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
71440608,6/26/2015,6,26,2015,GLCS CARE HOME II,842 WEAVER LANE,CONCORD,94518,Contra Costa,CA,(925) 676-5376,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197606780,6/23/2015,6,23,2015,JERUSALEM STAR II,5945 CAPISTRANO,WOODLAND HILLS,91367,Los Angeles,CA,(818) 888-8112,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
347003311,6/26/2015,6,26,2015,HILLSIDE MANOR,5125 CHICAGO AVENUE,FAIR OAKS,95628,Sacramento,CA,(916) 965-7045,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601188,10/22/2015,10,22,2015,TRINITY CARE HOME 4,55 SAN VICENTE COURT,DANVILLE,94526,Contra Costa,CA,(925) 719-1548,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75600088,10/20/2015,10,20,2015,CAMINO RAMON HOME FOR SENIORS,931 CAMINO RAMON,DANVILLE,94526,Contra Costa,CA,(925) 838-7786,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
565800182,10/8/2015,10,8,2015,ST. PAUL'S R.C.F.E.,2292 GODDARD AVE,SIMI VALLEY,93063,Ventura,CA,(805) 581-9457,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75600230,9/24/2015,9,24,2015,DIABLO SENIORS HOME,902 DIABLO ROAD,DANVILLE,94526,Contra Costa,CA,(925) 855-0959,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
71440831,9/24/2015,9,24,2015,DANVILLE COURTYARD,836 EL QUANITO DRIVE,DANVILLE,94526,Contra Costa,CA,(925) 837-4162,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
390302226,9/18/2015,9,18,2015,CASA DEL SOL,1950 EAST SONORA,STOCKTON,95205,San Joaquin,CA,(209) 943-3511,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
347005035,9/3/2015,9,3,2015,VILLA WESTLAKE,490 HAWKCREST CIRCLE,SACRAMENTO,95835,Sacramento,CA,(916) 627-5848,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
216803288,9/1/2015,9,1,2015,BRETANO HOUSE 3,679 ROSAL WAY,SAN RAFAEL,94903,Marin,CA,(415) 492-1220,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197607370,8/16/2015,8,16,2015,SONG OF PHOENIX GUEST HOME,22302 HALLDALE AVENUE,TORRANCE,90501,Los Angeles,CA,(310) 320-5350,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
486801569,8/21/2015,8,21,2015,DOVER TERRACE RESIDENTIAL CARE HOME,1043 SPARROW LANE,FAIRFIELD,94533,Solano,CA,(707) 421-2575,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198203284,8/21/2015,8,21,2015,MICHAEL'S MANOR,23704 HYNFORD PLACE,HARBOR CITY,90710,Los Angeles,CA,(310) 539-5502,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601160,7/30/2015,7,30,2015,JEFFERSON CARE HOME,1034 STIMEL DRIVE,CONCORD,94518,Contra Costa,CA,(925) 685-0275,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601427,7/22/2015,7,22,2015,SAINT MARTHA CARE HOME,1760 LANDANA DRIVE,CONCORD,94519,Contra Costa,CA,(925) 349-9601,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
107203318,9/16/2016,9,16,2016,RENAISSANCE HOUSE,6572 N. MARIPOSA,FRESNO,93710,Fresno,CA,(559) 438-0980,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374600618,12/12/2016,12,12,2016,PINE TREE VILLA,2013 FLYING HILLS COURT,EL CAJON,92020,San Diego,CA,(619) 258-0663,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601279,12/28/2016,12,28,2016,"COMMONS AT DALLAS RANCH, THE",4751 DALLAS RANCH RD,ANTIOCH,94531,Contra Costa,CA,(925) 754-7772,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197601334,12/20/2016,12,20,2016,AYRES RESIDENTIAL CARE HOME,10940 AYRES AVE.,LOS ANGELES,90064,Los Angeles,CA,(310) 475-6484,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
486803285,12/5/2016,12,5,2016,C & F SENIOR CARE HOME,1120 SONGWOOD ROAD,VALLEJO,94591,Solano,CA,(707) 246-0867,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601141,12/5/2016,12,5,2016,ST. CLARE'S HOME FOR SENIORS,893 SAN PABLO AVE.,PINOLE,94564,Contra Costa,CA,(510) 724-5555,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601249,11/17/2016,11,17,2016,"RESIDENCES - ANTIOCH, THE",5215 HUNSAKER COURT,ANTIOCH,94531,Contra Costa,CA,(925) 757-8880,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75600243,11/16/2016,11,16,2016,CASA DE GRACIA,458 TAHOS ROAD,ORINDA,94563,Contra Costa,CA,(925) 254-4535,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
