County (copy),FACILITY NAME,Facility Id,COUNTY,TODAY POSITIVE RESIDENTS,CUMULATIVE POSITIVE RESIDENTS,COVID-RELATED RESIDENT DEATHS,TODAY POSITIVE HCW,CUMULATIVE POSITIVE HCW,COVID-RELATED HCW DEATHS,Record,Record (copy)
Los Angeles,SAINT FRANCIS MEDICAL CENTER D/P SNF,930000557,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,SAINT VINCENT HEALTHCARE,970000167,LOS ANGELES,0,39,<11,0,19,<11,1,1
Los Angeles,SAN GABRIEL CONVALESCENT CENTER,950000003,LOS ANGELES,0,<11,0,0,11,0,1,1
Los Angeles,SAN GABRIEL VALLEY MEDICAL CENTER D/P SNF,930000564,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,SAN MARINO MANOR,950000026,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,SANTA ANITA CONVALESCENT HOSPITAL,950000085,LOS ANGELES,0,64,36,0,28,0,1,1
Los Angeles,SANTA CLARITA POST-ACUTE CARE CENTER,920000053,LOS ANGELES,0,11,<11,0,14,0,1,1
Los Angeles,SANTA FE HEIGHTS HEALTHCARE CENTER LLC,940000037,LOS ANGELES,0,<11,<11,0,<11,0,1,1
Los Angeles,SANTA FE LODGE,950000027,LOS ANGELES,0,21,<11,0,<11,0,1,1
Los Angeles,SANTA MONICA CONVALESCENT CENTER I,910000075,LOS ANGELES,0,0,0,0,0,0,1,1
Los Angeles,SANTA MONICA CONVALESCENT CENTER II,910000076,LOS ANGELES,<11,21,<11,0,26,0,1,1
Los Angeles,SANTA MONICA HEALTH CARE CENTER,910000074,LOS ANGELES,0,24,<11,0,17,0,1,1
Los Angeles,SANTA TERESITA MANOR,950000279,LOS ANGELES,0,16,<11,0,14,0,1,1
Los Angeles,SEACREST POST-ACUTE CARE CENTER,910000077,LOS ANGELES,0,25,<11,0,<11,0,1,1
Los Angeles,SHADOW HILLS CONVALESCENT HOSPITAL,920000030,LOS ANGELES,0,39,<11,0,27,<11,1,1
Los Angeles,SHARON CARE CENTER,910000330,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,SHERMAN OAKS  HEALTH & REHABILITATION CENTER,920000066,LOS ANGELES,25,40,<11,0,20,0,1,1
Los Angeles,SHERMAN OAKS HOSPITAL,930001552,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,SHERMAN VILLAGE HEALTHCARE CENTER,920000008,LOS ANGELES,0,<11,0,0,15,0,1,1
Los Angeles,SHORELINE HEALTHCARE CENTER,940000042,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,SIERRA VIEW CARE CENTER,950000018,LOS ANGELES,0,67,24,0,42,0,1,1
Los Angeles,SKYLINE HEALTHCARE CENTER-LOS ANGELES,970000097,LOS ANGELES,0,<11,0,0,12,0,1,1
Los Angeles,SOCAL POST-ACUTE CARE,940000117,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,SOLHEIM SENIOR COMMUNITY,970000099,LOS ANGELES,0,<11,<11,0,14,0,1,1
Los Angeles,SOUTH PASADENA CARE CENTER,970000077,LOS ANGELES,0,82,15,0,32,0,1,1
Los Angeles,SOUTHERN CALIFORNIA HOSPITAL,930000802,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,SOUTHLAND,940000070,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,ST. ANDREWS,970000052,LOS ANGELES,24,32,<11,0,20,0,1,1
Los Angeles,ST. JOHN OF GOD RETIREMENT AND CARE CENTER,970000043,LOS ANGELES,0,<11,0,0,27,0,1,1
Los Angeles,STONEY POINT HEALTHCARE CENTER,920000092,LOS ANGELES,<11,33,13,0,34,0,1,1
Los Angeles,STUDIO CITY REHABILITATION CENTER,920000075,LOS ANGELES,0,0,<11,0,12,0,1,1
Los Angeles,SUNNY VILLAGE CARE CENTER,950000061,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,SUNNYSIDE NURSING CENTER,910000084,LOS ANGELES,67,90,<11,0,73,0,1,1
Los Angeles,SUNNYVIEW CARE CENTER,970000017,LOS ANGELES,0,36,16,0,18,<11,1,1
Los Angeles,SUNRAY HEALTHCARE CENTER,970000046,LOS ANGELES,0,41,15,0,14,<11,1,1
Los Angeles,SUNSET MANOR CONVALESCENT HOSPITAL,950000105,LOS ANGELES,0,30,<11,0,44,0,1,1
Los Angeles,SYLMAR HEALTH AND REHABILITATION CENTER,920000289,LOS ANGELES,0,45,0,0,42,0,1,1
Los Angeles,TARZANA HEALTH AND REHABILITATION CENTER,920000067,LOS ANGELES,0,107,15,0,58,0,1,1
Los Angeles,TEMPLE CITY HEALTHCARE,950000107,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,TEMPLE PARK CONVALESCENT HOSPITAL,970000149,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,THE CALIFORNIAN - PASADENA CONVALESCENT HOSPITAL,970000066,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,THE CANTERBURY,910000021,LOS ANGELES,0,0,<11,0,0,0,1,1
Los Angeles,"THE CARE CENTER ON HAZELTINE, LLC",920000069,LOS ANGELES,0,<11,0,0,0,0,1,1
Los Angeles,THE EARLWOOD,910000036,LOS ANGELES,19,33,14,0,24,0,1,1
Los Angeles,THE ELLISON JOHN TRANSITIONAL CARE CENTER,630016910,LOS ANGELES,<11,<11,<11,0,<11,0,1,1
Los Angeles,THE GARDENS OF EL MONTE,950000063,LOS ANGELES,19,27,<11,0,13,0,1,1
Los Angeles,THE GROVE POST-ACUTE CARE CENTER,920000003,LOS ANGELES,0,44,12,0,20,0,1,1
Los Angeles,THE MEADOWS POST ACUTE,920000056,LOS ANGELES,<11,51,18,0,28,<11,1,1
Los Angeles,THE ORCHARD - POST ACUTE CARE,940000015,LOS ANGELES,<11,42,<11,0,24,0,1,1
Los Angeles,THE REHABILITATION CENTER OF SANTA MONICA,910000336,LOS ANGELES,<11,43,13,0,27,0,1,1
Los Angeles,THE REHABILITATION CENTRE OF BEVERLY HILLS,910000312,LOS ANGELES,0,29,<11,0,41,0,1,1
Los Angeles,THE ROWLAND,950000013,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,TOPANGA TERRACE,920000091,LOS ANGELES,0,<11,0,0,22,0,1,1
Los Angeles,"TORRANCE CARE CENTER WEST, INC.",910000091,LOS ANGELES,0,56,13,0,17,<11,1,1
Los Angeles,TORRANCE MEMORIAL MEDICAL CENTER D/P SNF,930001463,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,TOTALLY KIDS SPECIALTY HEALTHCARE-SUN VALLEY,920000312,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,"TWO PALMS NURSING CENTER, INC.",970000176,LOS ANGELES,0,33,<11,0,<11,0,1,1
Los Angeles,UNIVERSITY PARK HEALTHCARE CENTER,970000135,LOS ANGELES,<11,34,<11,0,19,0,1,1
Los Angeles,VALLEY PALMS CARE CENTER,920000057,LOS ANGELES,0,30,<11,0,12,0,1,1
Los Angeles,VALLEY VISTA NURSING AND TRANSITIONAL CARE LLC,920000076,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,VERMONT HEALTHCARE CENTER,910000016,LOS ANGELES,<11,28,16,0,58,0,1,1
Los Angeles,VERNON HEALTHCARE CENTER,970000050,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,VETERANS HOME OF CALIFORNIA - WEST LOS ANGELES,630013558,LOS ANGELES,0,<11,<11,0,<11,<11,1,1
Los Angeles,VICTORIA CARE CENTER,950000077,LOS ANGELES,14,21,<11,0,21,0,1,1
Los Angeles,VIEW HEIGHTS CONVALESCENT HOSPITAL,940000025,LOS ANGELES,0,0,0,0,13,0,1,1
Los Angeles,VIEW PARK CONVALESCENT CENTER,970000009,LOS ANGELES,0,51,20,0,44,0,1,1
Los Angeles,VILLA ELENA HEALTHCARE CENTER,940000071,LOS ANGELES,0,0,<11,0,<11,0,1,1
Los Angeles,VILLA GARDENS HEALTH CARE UNIT,970000178,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,VILLA SCALABRINI SPECIAL CARE UNIT,920000269,LOS ANGELES,0,<11,0,0,14,0,1,1
Los Angeles,VILLA SERENA HEALTHCARE CENTER,940000030,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,VIRGIL REHABILITATION AND SKILLED NURSING CENTER,970000103,LOS ANGELES,0,25,13,0,23,0,1,1
Los Angeles,VISTA DEL SOL CARE CENTER,910000089,LOS ANGELES,0,<11,<11,0,14,<11,1,1
Los Angeles,WELLSPRINGS POST-ACUTE CENTER,920000048,LOS ANGELES,0,<11,0,0,11,0,1,1
Los Angeles,WEST COVINA HEALTHCARE CENTER,950000049,LOS ANGELES,28,32,<11,0,23,0,1,1
Los Angeles,WEST COVINA MEDICAL CENTER D/P SNF,930001561,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,WEST HAVEN HEALTHCARE,950000044,LOS ANGELES,12,67,11,0,28,0,1,1
Los Angeles,WEST HILLS HEALTH AND REHABILITATION CENTER,920000082,LOS ANGELES,0,78,30,0,40,0,1,1
Los Angeles,WEST VALLEY POST ACUTE,920000085,LOS ANGELES,0,72,22,0,25,<11,1,1
Los Angeles,WESTERN CONVALESCENT HOSPITAL,970000054,LOS ANGELES,0,<11,0,0,12,<11,1,1
Los Angeles,WESTLAKE CONVALESCENT HOSPITAL,970000147,LOS ANGELES,<11,17,0,0,22,0,1,1
Los Angeles,WHITE MEMORIAL MEDICAL CENTER D/P SNF,930000822,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,WHITTIER HILLS HEALTH CARE CENTER,940000019,LOS ANGELES,0,21,<11,0,24,0,1,1
Los Angeles,WHITTIER HOSPITAL MEDICAL CENTER D/P SNF,930001410,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,"WHITTIER NURSING AND WELLNESS CENTER, INC.",940000077,LOS ANGELES,0,0,0,0,0,0,1,1
Los Angeles,WHITTIER PACIFIC CARE CENTER,940000116,LOS ANGELES,0,18,<11,0,<11,0,1,1
Los Angeles,WINDSOR CARE CENTER OF CHEVIOT HILLS,910000023,LOS ANGELES,0,57,<11,0,31,<11,1,1
Los Angeles,WINDSOR CONVALESCENT CENTER OF NORTH LONG BEACH,940000029,LOS ANGELES,0,20,<11,0,19,0,1,1
Los Angeles,WINDSOR GARDENS CONVALESCENT CENTER OF HAWTHORNE,910000081,LOS ANGELES,<11,27,<11,0,31,0,1,1
Los Angeles,WINDSOR GARDENS CONVALESCENT CENTER OF LONG BEACH,940000099,LOS ANGELES,15,14,0,0,27,0,1,1
Los Angeles,WINDSOR GARDENS CONVALESCENT HOSPITAL,910000334,LOS ANGELES,0,16,0,<11,14,0,1,1
Los Angeles,WINDSOR GARDENS HEALTHCARE CENTER OF THE VALLEY,920000058,LOS ANGELES,0,11,<11,0,<11,0,1,1
Los Angeles,WINDSOR MANOR,970000105,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,WINDSOR PALMS CARE CENTER OF ARTESIA,940000111,LOS ANGELES,40,45,0,<11,36,0,1,1
Los Angeles,WINDSOR TERRACE HEALTHCARE CENTER,920000302,LOS ANGELES,<11,41,<11,0,40,0,1,1
Los Angeles,WOODLAND CARE CENTER,920000061,LOS ANGELES,0,48,<11,0,21,<11,1,1
Los Angeles,WOODRUFF CONVALESCENT CENTER,940000112,LOS ANGELES,<11,61,13,0,47,0,1,1
Los Angeles,WOODS HEALTH SERVICES,950000092,LOS ANGELES,26,31,<11,<11,18,0,1,1
Los Angeles,YORK HEALTHCARE & WELLNESS CENTRE,970000107,LOS ANGELES,0,45,11,0,29,0,1,1
Los Angeles,CATALINA ISLAND MEDICAL CENTER D/P SNF,930000669,LOS ANGELES,0,0,0,0,0,0,1,1
Los Angeles,DEL RIO CONVALESCENT CENTER,940000040,LOS ANGELES,0,30,<11,0,12,0,1,1
Los Angeles,DEL RIO GARDENS CARE CENTER,940000041,LOS ANGELES,0,22,<11,0,<11,0,1,1
Los Angeles,GLENDALE MEMORIAL HOSPITAL AND HEALTH CTR. D/P SNF,930000722,LOS ANGELES,0,0,0,0,0,0,1,1
Los Angeles,GOOD SAMARITAN HOSPITAL D/P SNF,930000735,LOS ANGELES,0,0,0,0,0,0,1,1
Los Angeles,LONG BEACH MEMORIAL MEDICAL CENTER D/P SNF,930000547,LOS ANGELES,0,0,0,0,0,0,1,1
Los Angeles,USC VERDUGO HILLS HOSPITAL D/P SNF,930001154,LOS ANGELES,0,0,0,0,0,0,1,1
Madera,AVALON HEALTH CARE - MADERA,40000073,MADERA,<11,<11,0,0,<11,0,1,1
Madera,CHOWCHILLA MEMORIAL HEALTHCARE DISTRICT,40000790,MADERA,0,0,0,0,0,0,1,1
Madera,MADERA REHABILITATION & NURSING CENTER,40000034,MADERA,59,88,11,0,47,0,1,1
Madera,OAKHURST HEALTHCARE CENTER,40000058,MADERA,0,<11,0,0,<11,0,1,1
Madera,PALMS CARE CENTER,40000018,MADERA,0,0,0,0,0,0,1,1
Madera,PARIS-LAMB HEALTH CENTER,170001882,MADERA,0,0,0,0,<11,0,1,1
Marin,ALDERSLY SKILLED NURSING FACILITY,10001005,MARIN,0,0,0,0,<11,0,1,1
Marin,MARIN CONVALESCENT & REHABILITATION HOSPITAL,10000951,MARIN,0,0,0,0,0,0,1,1
Marin,MARIN POST ACUTE,10000959,MARIN,0,70,14,0,22,0,1,1
Marin,NORTHGATE POSTACUTE CARE,10000980,MARIN,0,<11,0,0,<11,0,1,1
Marin,NOVATO HEALTHCARE CENTER,10000940,MARIN,12,13,0,<11,15,0,1,1
Marin,PINE RIDGE CARE CENTER,10000949,MARIN,0,<11,<11,0,15,0,1,1
Marin,PROFESSIONAL POST ACUTE CENTER,10000968,MARIN,0,45,<11,0,15,0,1,1
Marin,"SAN RAFAEL HEALTHCARE & WELLNESS CENTER, LP",10000936,MARIN,0,<11,<11,0,<11,0,1,1
Marin,SMITH RANCH SKILLED NURSING & REHABILITATION CENTER,10001037,MARIN,0,0,0,0,<11,0,1,1
Marin,SOUTH MARIN HEALTH & WELLNESS CENTER,10000938,MARIN,0,0,0,0,<11,0,1,1
Marin,"THE REDWOODS, A COMMUNITY OF SENIORS",10001007,MARIN,0,0,0,0,<11,0,1,1
Marin,THE TAMALPAIS,10000985,MARIN,0,0,0,0,<11,0,1,1
Marin,VILLA MARIN RETIREMENT RESIDENCES,10000995,MARIN,0,0,0,0,<11,0,1,1
Marin,CANYON MANOR,10000934,MARIN,0,0,0,0,0,0,1,1
Mariposa,JOHN C. FREMONT HEALTHCARE DISTRICT D/P SNF,40000345,MARIPOSA,0,0,0,0,0,0,1,1
Mendocino,NORTHBROOK HEALTHCARE CENTER,10000047,MENDOCINO,0,0,0,0,0,0,1,1
Mendocino,REDWOOD COVE HEALTHCARE CENTER,10000082,MENDOCINO,0,0,0,0,0,0,1,1
Mendocino,SHERWOOD OAKS HEALTHCARE CENTER,10000062,MENDOCINO,<11,20,<11,0,<11,0,1,1
Mendocino,UKIAH POST ACUTE,10000080,MENDOCINO,0,0,0,0,<11,0,1,1
Mendocino,MENDOCINO NURSING CARE CENTER,10000042,MENDOCINO,0,0,0,0,0,0,1,1
Merced,ANBERRY NURSING AND REHABILITATION CENTER,40000225,MERCED,0,0,0,0,<11,0,1,1
Merced,ANBERRY TRANSITIONAL CARE,630016406,MERCED,0,<11,0,0,<11,0,1,1
Merced,FRANCISCAN CONVALESCENT HOSPITAL,40000035,MERCED,0,0,0,0,<11,0,1,1
Merced,"GRACE HOME, INC.",40000039,MERCED,0,0,0,0,<11,0,1,1
Merced,HY-LOND HEALTH CARE CENTER - MERCED,40000050,MERCED,14,18,<11,0,13,0,1,1
Merced,LA SIERRA CARE CENTER,40000027,MERCED,0,0,0,0,<11,0,1,1
Merced,LOS BANOS NURSING & REHABILITATION CENTER,40000031,MERCED,0,0,0,0,<11,0,1,1
Merced,MERCED BEHAVIORAL CENTER,40000048,MERCED,0,0,0,0,<11,0,1,1
Merced,MERCED NURSING & REHABILITATION CENTER,40000046,MERCED,<11,11,<11,0,<11,0,1,1
Merced,NEW BETHANY,40001259,MERCED,0,<11,0,0,<11,0,1,1
Modoc,MODOC MEDICAL CENTER D/P SNF,230000389,MODOC,0,0,0,0,0,0,1,1
Modoc,SURPRISE VALLEY COMMUNITY HOSPITAL D/P SNF,230000144,MODOC,0,0,0,0,0,0,1,1
Monterey,AVE MARIA CONVALESCENT HOSPITAL,70000019,MONTEREY,0,0,0,0,0,0,1,1
Monterey,CANTERBURY WOODS,70000032,MONTEREY,0,0,0,0,<11,0,1,1
Monterey,CARMEL HILLS CARE CENTER,70000027,MONTEREY,0,0,0,0,0,0,1,1
Monterey,CARMEL VALLEY MANOR,70000034,MONTEREY,0,0,0,0,0,0,1,1
Monterey,CYPRESS RIDGE CARE CENTER,70000074,MONTEREY,<11,<11,0,0,<11,0,1,1
Monterey,EDEN VALLEY CARE CENTER,70000780,MONTEREY,<11,13,<11,0,14,0,1,1
Monterey,FOREST HILL MANOR HEALTH CENTER,630012059,MONTEREY,0,0,0,0,0,0,1,1
Monterey,GEORGE L. MEE MEMORIAL HOSPITAL D/P SNF,70000324,MONTEREY,0,0,0,0,<11,0,1,1
Monterey,KATHERINE HEALTHCARE,70000066,MONTEREY,0,0,0,0,<11,0,1,1
Monterey,PACIFIC COAST POST ACUTE,70000035,MONTEREY,0,<11,0,0,0,0,1,1
Monterey,PACIFIC GROVE HEALTHCARE CENTER,70000078,MONTEREY,0,0,0,0,0,0,1,1
Monterey,WESTLAND HOUSE,70000062,MONTEREY,0,0,0,0,<11,0,1,1
Monterey,WINDSOR GARDENS REHABILITATION CENTER OF SALINAS,70000084,MONTEREY,<11,<11,0,0,14,0,1,1
Monterey,WINDSOR MONTEREY CARE CENTER,70000041,MONTEREY,0,<11,0,0,<11,0,1,1
Monterey,WINDSOR SKYLINE CARE CENTER,70000088,MONTEREY,0,0,0,0,0,0,1,1
Monterey,WINDSOR THE RIDGE REHABILITATION CENTER,70000042,MONTEREY,0,18,<11,0,24,0,1,1
Napa,NAPA POST ACUTE,110000063,NAPA,0,0,0,0,0,0,1,1
Napa,NAPA VALLEY CARE CENTER,110000046,NAPA,12,38,<11,0,<11,0,1,1
Napa,PINER'S NURSING HOME,110000053,NAPA,0,0,0,0,<11,0,1,1
Napa,THE MEADOWS OF NAPA VALLEY CARE CENTER,110000760,NAPA,0,0,0,0,0,0,1,1
Napa,VETERANS HOME OF CALIFORNIA - YOUNTVILLE,150001231,NAPA,0,<11,0,0,<11,0,1,1
Napa,CRESTWOOD GERIATRIC TREATMENT CENTER,110000014,NAPA,0,0,0,0,0,0,1,1
Napa,DEPARTMENT OF STATE HOSPITALS - NAPA,150001228,NAPA,0,<11,0,0,<11,0,1,1
Nevada,CRYSTAL RIDGE CARE CENTER,230000279,NEVADA,0,0,0,0,<11,0,1,1
Nevada,GOLDEN EMPIRE,230000276,NEVADA,0,0,0,0,<11,0,1,1
Nevada,SPRING HILL MANOR CONVALESCENT HOSPITAL,230000282,NEVADA,0,0,0,0,0,0,1,1
Nevada,TAHOE FOREST HOSPITAL D/P SNF,230000334,NEVADA,0,0,0,0,<11,0,1,1
Nevada,WOLF CREEK CARE CENTER,230000277,NEVADA,0,0,0,0,0,0,1,1
Orange,ADVANCED REHAB CENTER OF TUSTIN,60000051,ORANGE,0,<11,<11,0,15,0,1,1
Orange,ALAMITOS WEST HEALTH & REHABILITATION,60000022,ORANGE,0,66,11,0,28,0,1,1
Orange,ALTA GARDENS CARE CENTER,80001542,ORANGE,20,31,<11,<11,28,0,1,1
Orange,ANAHEIM CREST NURSING CENTER,60000031,ORANGE,<11,14,<11,0,11,0,1,1
Orange,"ANAHEIM HEALTHCARE CENTER, LLC",60000196,ORANGE,11,127,15,0,78,0,1,1
Orange,ANAHEIM TERRACE CARE CENTER,80001540,ORANGE,0,18,<11,0,13,0,1,1
Orange,BEACHSIDE NURSING CENTER,60000045,ORANGE,0,<11,0,0,<11,0,1,1
Orange,BROOKDALE SAN JUAN CAPISTRANO,60001680,ORANGE,0,0,0,0,<11,0,1,1
Orange,BROOKDALE YORBA LINDA,60001718,ORANGE,0,<11,0,0,<11,0,1,1
Orange,BUENA PARK NURSING CENTER,60000030,ORANGE,0,<11,0,0,11,0,1,1
Orange,BUENA VISTA CARE CENTER,60000089,ORANGE,<11,33,<11,0,23,0,1,1
Orange,CAPISTRANO BEACH CARE CENTER,60000037,ORANGE,0,<11,0,0,<11,0,1,1
Orange,CHAPMAN CARE CENTER,60000194,ORANGE,<11,<11,0,0,17,0,1,1
Orange,CHAPMAN GLOBAL MEDICAL CENTER D/P SNF,60001568,ORANGE,0,0,0,0,<11,0,1,1
Orange,COUNTRY VILLA PLAZA CONVALESCENT CENTER,60000020,ORANGE,0,38,<11,0,38,0,1,1
Orange,COVENTRY COURT HEALTH CENTER,60000047,ORANGE,11,39,<11,0,26,0,1,1
Orange,CRYSTAL COVE CARE CENTER,60000129,ORANGE,<11,<11,0,0,<11,0,1,1
Orange,EXTENDED CARE HOSPITAL OF WESTMINSTER,60000167,ORANGE,0,0,0,0,<11,0,1,1
Orange,FLAGSHIP HEALTHCARE CENTER,60000033,ORANGE,55,66,<11,0,32,0,1,1
Orange,FOOTHILL REGIONAL MEDICAL CENTER D/P SNF,60001166,ORANGE,0,<11,0,0,<11,0,1,1
Orange,FREEDOM VILLAGE HEALTHCARE CENTER,60000839,ORANGE,0,0,0,0,<11,0,1,1
Orange,FRENCH PARK CARE CENTER,60000164,ORANGE,34,84,24,0,57,0,1,1
Orange,GARDEN GROVE POST ACUTE,60000043,ORANGE,0,<11,0,0,<11,0,1,1
Orange,GARDEN PARK CARE CENTER,60000049,ORANGE,0,16,0,0,21,0,1,1
Orange,GORDON LANE CARE CENTER,60000046,ORANGE,0,25,<11,0,35,0,1,1
Orange,"GREENFIELD CARE CENTER OF FULLERTON, LLC",60000156,ORANGE,0,<11,<11,0,<11,0,1,1
Orange,HARBOR VILLA CARE CENTER,60000113,ORANGE,0,69,11,0,28,0,1,1
Orange,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE D/P SNF,60001698,ORANGE,0,0,0,0,<11,0,1,1
Orange,HEALTHCARE CENTER OF ORANGE COUNTY,60000124,ORANGE,0,15,0,0,20,0,1,1
Orange,HUNTINGTON VALLEY HEALTHCARE CENTER,60000054,ORANGE,0,77,14,0,46,<11,1,1
Orange,KINDRED HOSPITAL BREA D/P SNF,630012080,ORANGE,0,<11,0,0,<11,0,1,1
Orange,LA PALMA NURSING CENTER,60000050,ORANGE,28,44,0,0,29,0,1,1
Orange,LAGUNA HILLS HEALTH AND REHABILITATION CENTER,60000042,ORANGE,0,<11,<11,0,<11,0,1,1
Orange,LAKE FOREST NURSING CENTER,60000715,ORANGE,<11,<11,0,0,<11,0,1,1
Orange,LEISURE COURT NURSING CENTER,60000048,ORANGE,0,11,<11,0,16,0,1,1
Orange,MAINPLACE POST ACUTE,80001538,ORANGE,35,61,<11,<11,43,<11,1,1
Orange,MANORCARE HEALTH SERVICES (FOUNTAIN VALLEY),60000837,ORANGE,0,<11,0,0,<11,0,1,1
Orange,MESA VERDE POST ACUTE CARE CENTER,60000122,ORANGE,0,<11,0,0,<11,0,1,1
Orange,MISSION PALMS HEALTHCARE CENTER,60000055,ORANGE,0,0,0,0,<11,0,1,1
Orange,NEW ORANGE HILLS,60000765,ORANGE,24,32,<11,0,25,0,1,1
Orange,NEWPORT NURSING AND REHABILITATION CENTER,60000123,ORANGE,0,0,0,0,<11,0,1,1
Orange,NEWPORT SUBACUTE HEALTHCARE CENTER,60000131,ORANGE,0,0,0,0,<11,0,1,1
Orange,"ORANGE HEALTHCARE & WELLNESS CENTRE, LLC",60000052,ORANGE,0,53,0,0,28,<11,1,1
Orange,ORANGEGROVE REHABILITATION HOSPITAL,60000125,ORANGE,0,<11,0,0,<11,0,1,1
Orange,PACIFIC HAVEN SUBACUTE AND HEALTHCARE CENTER,60000127,ORANGE,0,<11,<11,0,<11,0,1,1
Orange,PALM TERRACE HEALTHCARE & REHABILITATION CENTER,60000255,ORANGE,0,<11,0,0,<11,0,1,1
Orange,PARK ANAHEIM HEALTHCARE CENTER,60000147,ORANGE,<11,23,<11,0,25,0,1,1
Orange,PARK VISTA AT MORNINGSIDE,60001154,ORANGE,0,0,0,0,<11,0,1,1
Orange,PARKVIEW HEALTHCARE CENTER,60000130,ORANGE,0,0,0,0,<11,0,1,1
Orange,REGENTS POINT - WINDCREST,60000134,ORANGE,0,<11,0,0,<11,0,1,1
Orange,ROWNTREE GARDENS,60000132,ORANGE,<11,27,<11,0,22,0,1,1
Orange,SEA CLIFF HEALTHCARE CENTER,60000053,ORANGE,28,89,23,0,28,<11,1,1
Orange,SEAL BEACH HEALTH AND REHABILITATION CENTER,60000026,ORANGE,0,98,23,0,76,0,1,1
Orange,"SOUTH COAST GLOBAL MEDICAL CENTER, INC. D/P SNF",60001255,ORANGE,0,<11,0,0,12,0,1,1
Orange,SOUTH COAST POST ACUTE,60000143,ORANGE,<11,12,0,<11,21,0,1,1
Orange,ST. EDNA SUBACUTE AND REHABILITATION CENTER,60000145,ORANGE,0,75,18,0,49,0,1,1
Orange,ST. ELIZABETH HEALTHCARE CENTER,60000029,ORANGE,0,<11,0,0,<11,0,1,1
Orange,STANLEY HEALTHCARE CENTER,60000151,ORANGE,0,0,0,0,0,0,1,1
Orange,SUN MAR NURSING CENTER,60000126,ORANGE,0,0,0,0,<11,0,1,1
Orange,TERRACE VIEW CARE CENTER,60000155,ORANGE,0,26,<11,0,22,<11,1,1
Orange,THE COVINGTON CARE CENTER,60002251,ORANGE,0,0,0,0,<11,0,1,1
Orange,THE HILLS POST ACUTE,80001536,ORANGE,61,108,<11,0,32,0,1,1
Orange,THE PAVILION AT SUNNY HILLS,60000041,ORANGE,0,<11,0,0,17,<11,1,1
Orange,TOWN AND COUNTRY MANOR,60000159,ORANGE,0,0,0,0,<11,0,1,1
Orange,VICTORIA HEALTHCARE AND REHABILITATION CENTER,60000034,ORANGE,15,<11,0,0,25,0,1,1
Orange,VILLA VALENCIA,60000876,ORANGE,0,0,0,0,<11,0,1,1
Orange,WALNUT VILLAGE REHABILITATION AND CARE CENTER,60001058,ORANGE,<11,<11,0,0,<11,0,1,1
Orange,WEST ANAHEIM EXTENDED CARE,60000923,ORANGE,0,<11,0,0,13,0,1,1
Orange,WEST ANAHEIM MEDICAL CENTER D/P SNF,60001201,ORANGE,0,0,0,0,<11,0,1,1
Orange,WINDSOR GARDENS CARE CENTER OF FULLERTON,60000168,ORANGE,0,<11,0,0,<11,0,1,1
Orange,WINDSOR GARDENS CONVALESCENT CENTER OF ANAHEIM,60000039,ORANGE,0,<11,<11,0,20,0,1,1
Placer,AUBURN OAKS CARE CENTER,30000280,PLACER,<11,<11,0,<11,<11,0,1,1
Placer,AUBURN RAVINE TERRACE,30000013,PLACER,0,<11,<11,0,<11,0,1,1
Placer,LINCOLN MEADOWS CARE CENTER,30000589,PLACER,0,<11,0,0,<11,0,1,1
Placer,OAK RIDGE HEALTHCARE CENTER,30000530,PLACER,0,0,0,0,0,0,1,1
Placer,PINE CREEK CARE CENTER,30000560,PLACER,<11,<11,<11,0,<11,0,1,1
Placer,ROCK CREEK CARE CENTER,30000011,PLACER,0,0,0,0,<11,0,1,1
Placer,ROSEVILLE CARE CENTER,30000090,PLACER,<11,<11,0,0,<11,0,1,1
Placer,ROSEVILLE POINT HEALTH & WELLNESS CENTER,30000004,PLACER,0,0,0,0,<11,0,1,1
